"RNAseq1" "RNAseq2" "RNAseq3" "RNAseq4" "RNAseq5" "RNAseq6" "RNAseq7" "RNAseq8"
"ENSBTAG00000032503" 87 169 188 140 316 142 149 152
"ENSBTAG00000032508" 0 0 0 0 0 0 0 0
"ENSBTAG00000032509" 127 289 197 264 151 171 101 152
"ENSBTAG00000032515" 312 316 389 424 197 212 363 509
"ENSBTAG00000032517" 103 62 108 62 108 57 47 43
"ENSBTAG00000032518" 1714 1583 1883 1119 2416 1295 1995 1860
"ENSBTAG00000032519" 37 54 67 61 95 47 80 56
"ENSBTAG00000032521" 1055 729 939 1317 648 366 884 835
"ENSBTAG00000032527" 897 948 1066 803 960 644 720 779
"ENSBTAG00000032531" 446 413 703 296 676 639 502 428
"ENSBTAG00000032534" 106 80 183 77 162 74 113 96
"ENSBTAG00000032538" 2 1 12 6 1 2 3 3
"ENSBTAG00000032544" 333 390 510 299 707 243 246 431
"ENSBTAG00000032548" 320 491 322 314 318 276 367 307
"ENSBTAG00000032557" 615 1010 492 702 449 617 486 348
"ENSBTAG00000032558" 180 183 271 127 621 308 208 380
"ENSBTAG00000032560" 1 0 0 0 0 0 0 0
"ENSBTAG00000032567" 0 1 1 0 0 0 0 2
"ENSBTAG00000032576" 0 0 0 0 0 0 0 0
"ENSBTAG00000032588" 167 167 165 114 120 75 129 102
"ENSBTAG00000032591" 47 127 354 89 106 77 71 313
"ENSBTAG00000032598" 154 237 226 193 275 168 178 174
"ENSBTAG00000032603" 160 210 304 127 455 232 237 308
"ENSBTAG00000032609" 6 8 3 6 12 5 1 1
"ENSBTAG00000032613" 360 413 601 282 680 445 553 431
"ENSBTAG00000032615" 0 0 1 0 0 0 0 0
"ENSBTAG00000032617" 265 155 406 359 104 56 178 150
"ENSBTAG00000032623" 74 47 60 37 78 20 65 49
"ENSBTAG00000032624" 0 0 0 0 0 0 0 0
"ENSBTAG00000032631" 0 0 0 1 0 0 0 1
"ENSBTAG00000032637" 1696 1919 1754 1599 2139 1618 1461 1640
"ENSBTAG00000032640" 532 695 452 434 875 385 384 589
"ENSBTAG00000032642" 20 10 16 10 17 6 35 20
"ENSBTAG00000032643" 0 0 1 0 0 0 0 0
"ENSBTAG00000032650" 47 41 56 85 88 69 32 86
"ENSBTAG00000032651" 0 0 5 0 1 0 0 2
"ENSBTAG00000032655" 0 0 0 0 0 0 0 0
"ENSBTAG00000032656" 0 1 2 0 0 0 2 0
"ENSBTAG00000032657" 677 581 693 520 1208 529 739 854
"ENSBTAG00000032660" 673 587 731 485 566 548 687 559
"ENSBTAG00000032668" 0 0 0 0 0 0 0 0
"ENSBTAG00000032669" 0 0 0 0 0 0 0 0
"ENSBTAG00000032670" 0 0 0 0 0 0 1 0
"ENSBTAG00000032671" 0 0 1 0 0 0 0 0
"ENSBTAG00000032674" 1243 1217 1892 1153 1904 1047 1099 1357
"ENSBTAG00000032680" 255 188 222 211 516 156 159 233
"ENSBTAG00000032684" 95 170 96 156 105 124 96 62
"ENSBTAG00000032686" 440 501 631 464 565 398 329 373
"ENSBTAG00000032687" 0 0 6 1 0 0 0 2
"ENSBTAG00000032694" 0 0 1 0 0 0 0 0
"ENSBTAG00000032696" 0 0 0 0 0 0 0 0
"ENSBTAG00000032701" 0 0 0 0 0 0 1 0
"ENSBTAG00000032702" 0 1 0 0 1 0 0 0
"ENSBTAG00000032704" 144 172 201 175 133 195 228 152
"ENSBTAG00000032705" 29 27 19 18 15 23 29 14
"ENSBTAG00000032709" 2 2 8 2 4 1 2 4
"ENSBTAG00000032711" 121 154 123 177 215 119 122 109
"ENSBTAG00000032719" 2009 2737 2024 2889 3014 1706 781 1264
"ENSBTAG00000032727" 0 0 2 0 0 0 0 0
"ENSBTAG00000032728" 0 0 0 0 0 0 6 3
"ENSBTAG00000032730" 0 0 0 0 0 0 0 0
"ENSBTAG00000032733" 38 80 39 58 29 75 39 77
"ENSBTAG00000032738" 3 4 0 5 5 0 4 1
"ENSBTAG00000032761" 0 4 7 0 3 7 6 1
"ENSBTAG00000032763" 794 827 845 579 1323 655 618 775
"ENSBTAG00000032764" 2 5 15 13 24 10 10 7
"ENSBTAG00000032774" 487 549 305 514 185 326 218 221
"ENSBTAG00000032775" 3 3 0 2 0 0 0 0
"ENSBTAG00000032777" 539 664 476 736 430 491 432 396
"ENSBTAG00000032781" 0 0 0 0 0 0 0 0
"ENSBTAG00000032782" 1 7 1 1 7 0 17 0
"ENSBTAG00000032783" 0 0 2 0 0 0 0 0
"ENSBTAG00000032787" 0 0 6 0 1 0 0 0
"ENSBTAG00000032789" 0 0 0 0 0 0 0 0
"ENSBTAG00000032790" 0 0 26 0 43 59 22 11
"ENSBTAG00000032792" 0 0 0 0 0 0 0 0
"ENSBTAG00000032798" 0 0 0 0 0 0 0 1
"ENSBTAG00000032799" 0 0 0 0 0 0 0 0
"ENSBTAG00000032800" 1 1 2 4 0 1 0 0
"ENSBTAG00000032801" 0 0 0 0 0 0 0 0
"ENSBTAG00000032806" 7 9 26 22 11 8 9 9
"ENSBTAG00000032808" 13 57 64 19 37 31 29 43
"ENSBTAG00000032812" 5 3 8 7 4 3 4 8
"ENSBTAG00000032819" 276 96 1068 25 645 180 315 516
"ENSBTAG00000032821" 146 108 152 84 145 142 172 86
"ENSBTAG00000032827" 0 0 0 0 0 0 0 0
"ENSBTAG00000032829" 5700 6246 5015 3420 3540 3472 3338 3087
"ENSBTAG00000032831" 232 242 429 243 254 157 135 221
"ENSBTAG00000032833" 0 0 2 0 0 0 0 0
"ENSBTAG00000032839" 1943 1872 2475 1460 2718 1494 1957 2204
"ENSBTAG00000032844" 1 1 8 11 5 7 6 15
"ENSBTAG00000032846" 55 40 41 74 250 39 31 80
"ENSBTAG00000032848" 3249 3352 2826 3579 3634 1805 1512 2311
"ENSBTAG00000032852" 246 292 272 269 166 218 272 191
"ENSBTAG00000032853" 0 0 0 0 0 0 1 0
"ENSBTAG00000032858" 81 63 73 73 23 33 67 59
"ENSBTAG00000032859" 27 21 35 10 35 9 14 21
"ENSBTAG00000032862" 53 95 53 96 91 85 25 95
"ENSBTAG00000032869" 144 156 108 217 86 97 96 134
"ENSBTAG00000032872" 395 366 361 446 484 395 330 225
"ENSBTAG00000032873" 0 0 0 0 0 0 0 0
"ENSBTAG00000032875" 6 0 13 15 3 3 1 9
"ENSBTAG00000032878" 0 0 0 0 0 0 0 0
"ENSBTAG00000032880" 0 0 0 0 0 0 0 0
"ENSBTAG00000032881" 48 46 92 35 131 71 96 41
"ENSBTAG00000032884" 0 1 0 2 0 0 0 0
"ENSBTAG00000032887" 168 190 234 172 285 149 202 253
"ENSBTAG00000032893" 137 26 7 298 9 4 4 40
"ENSBTAG00000032894" 0 0 0 0 0 0 0 0
"ENSBTAG00000032895" 0 0 0 0 0 0 0 0
"ENSBTAG00000032896" 0 0 0 0 0 0 0 1
"ENSBTAG00000032899" 42 94 66 53 52 61 89 32
"ENSBTAG00000032902" 6509 7519 19502 1164 8151 8541 19791 4464
"ENSBTAG00000032905" 409 422 408 493 386 391 313 361
"ENSBTAG00000032908" 0 1 0 3 0 0 0 2
"ENSBTAG00000032914" 5154 4986 5760 2254 10562 6951 4166 4571
"ENSBTAG00000032918" 0 1 1 7 0 0 5 0
"ENSBTAG00000032923" 0 0 1 1 0 0 0 1
"ENSBTAG00000032926" 0 1 1 0 1 1 1 1
"ENSBTAG00000032933" 50 38 39 43 40 43 22 72
"ENSBTAG00000032944" 1 3 5 2 1 0 1 0
"ENSBTAG00000032947" 2 0 12 3 1 7 0 2
"ENSBTAG00000032951" 797 703 832 299 1006 538 461 746
"ENSBTAG00000032954" 22 37 183 19 105 314 142 13
"ENSBTAG00000032961" 1112 1335 1655 1654 1445 1084 957 1128
"ENSBTAG00000032962" 0 1 9 0 1 0 1 4
"ENSBTAG00000032964" 111 171 104 99 169 96 123 86
"ENSBTAG00000032979" 0 1 0 2 1 2 0 1
"ENSBTAG00000032982" 709 908 1072 787 1116 867 928 757
"ENSBTAG00000032983" 0 3 0 1 0 0 0 0
"ENSBTAG00000032984" 0 0 1 0 0 0 0 0
"ENSBTAG00000032995" 0 0 0 0 0 0 0 0
"ENSBTAG00000032996" 1207 1548 1580 1290 1653 1065 1349 1115
"ENSBTAG00000032997" 1 2 0 1 1 1 0 1
"ENSBTAG00000033007" 0 0 0 0 0 0 0 1
"ENSBTAG00000033008" 59 60 85 82 38 68 90 58
"ENSBTAG00000033010" 875 1001 927 949 1235 882 695 696
"ENSBTAG00000033015" 706 898 853 866 761 564 409 571
"ENSBTAG00000033021" 2 2 2 0 5 4 5 2
"ENSBTAG00000033030" 16 68 0 0 0 0 47 0
"ENSBTAG00000033032" 781 1062 1194 896 1224 752 629 784
"ENSBTAG00000033034" 0 1 0 0 0 0 0 0
"ENSBTAG00000033036" 2 0 3 0 0 0 1 2
"ENSBTAG00000033041" 958 932 965 679 777 670 911 659
"ENSBTAG00000033045" 0 0 0 3 5 2 0 0
"ENSBTAG00000033055" 0 0 0 0 0 1 1 0
"ENSBTAG00000033056" 31 12 28 12 28 10 19 30
"ENSBTAG00000033061" 0 0 8 0 0 0 0 2
"ENSBTAG00000033076" 269 202 457 95 310 177 335 291
"ENSBTAG00000033077" 3023 2892 3591 2849 5796 2938 3022 3579
"ENSBTAG00000033078" 588 685 623 633 803 561 558 513
"ENSBTAG00000033080" 2758 4008 3005 3570 3449 2799 2878 2560
"ENSBTAG00000033083" 0 0 0 0 0 0 0 0
"ENSBTAG00000033089" 101 145 160 197 107 71 121 73
"ENSBTAG00000033092" 0 0 0 0 0 0 0 2
"ENSBTAG00000033095" 829 843 1041 765 1082 817 792 868
"ENSBTAG00000033096" 2 3 1 0 0 0 1 0
"ENSBTAG00000033107" 451 427 575 269 632 448 691 677
"ENSBTAG00000033109" 1 0 0 0 0 1 0 0
"ENSBTAG00000033117" 52 35 275 173 141 289 55 221
"ENSBTAG00000033122" 1 0 4 1 0 1 0 1
"ENSBTAG00000033127" 0 0 0 0 0 0 0 0
"ENSBTAG00000033128" 0 0 2 0 0 1 0 0
"ENSBTAG00000033136" 222 345 308 249 233 297 259 241
"ENSBTAG00000033137" 1832 1692 2086 1181 2387 1608 1915 1531
"ENSBTAG00000033140" 146 130 171 46 240 103 101 184
"ENSBTAG00000033143" 0 0 3 1 0 0 0 1
"ENSBTAG00000033146" 0 0 0 0 0 0 0 0
"ENSBTAG00000033153" 27 10 21 6 54 23 37 40
"ENSBTAG00000033160" 1938 2096 2288 1749 3722 2080 2032 2461
"ENSBTAG00000033166" 1362 1872 969 1934 751 888 511 597
"ENSBTAG00000033167" 14 33 39 21 48 17 19 33
"ENSBTAG00000033169" 23 5 16 4 9 1 2 2
"ENSBTAG00000033170" 1199 1072 1936 1025 1177 698 961 1210
"ENSBTAG00000033173" 0 1 0 1 1 1 1 1
"ENSBTAG00000033174" 97 151 188 116 195 133 113 135
"ENSBTAG00000033180" 217 222 264 225 251 221 247 199
"ENSBTAG00000033182" 474 603 556 359 676 453 610 404
"ENSBTAG00000033186" 4917 5470 8333 4259 7729 3198 3627 6373
"ENSBTAG00000033187" 0 0 1 0 0 0 0 0
"ENSBTAG00000033190" 15299 18024 23111 10568 25650 18166 21860 14731
"ENSBTAG00000033195" 2 0 0 0 0 0 2 1
"ENSBTAG00000033197" 65 85 183 83 111 67 157 161
"ENSBTAG00000033214" 405 547 694 455 748 490 599 572
"ENSBTAG00000033217" 8131 7721 8183 8757 11054 7050 5210 6245
"ENSBTAG00000033218" 1 0 8 1 7 0 6 4
"ENSBTAG00000033220" 60 203 69 189 95 173 42 157
"ENSBTAG00000033221" 6 3 0 0 7 2 6 4
"ENSBTAG00000033222" 16 17 11 12 8 10 6 10
"ENSBTAG00000033224" 5 2 0 2 3 9 1 5
"ENSBTAG00000033225" 152 141 186 107 212 110 96 138
"ENSBTAG00000033237" 0 0 0 0 0 0 0 1
"ENSBTAG00000033248" 284 352 251 205 142 88 190 216
"ENSBTAG00000033252" 0 0 2 0 0 0 0 0
"ENSBTAG00000033254" 22 54 36 43 22 20 44 30
"ENSBTAG00000033255" 738 801 802 740 794 735 731 585
"ENSBTAG00000033267" 191 221 262 361 297 233 145 288
"ENSBTAG00000033268" 350 329 490 241 607 317 416 622
"ENSBTAG00000033269" 0 0 0 0 1 3 0 0
"ENSBTAG00000033270" 0 0 0 0 0 0 0 0
"ENSBTAG00000033275" 0 0 0 0 0 0 0 0
"ENSBTAG00000033278" 2 1 7 1 1 1 1 5
"ENSBTAG00000033284" 414 628 510 581 326 313 280 324
"ENSBTAG00000033289" 0 1 2 0 0 0 0 0
"ENSBTAG00000033290" 417 518 455 457 430 431 366 325
"ENSBTAG00000033291" 206 216 127 293 383 243 89 277
"ENSBTAG00000033292" 8 3 18 4 13 4 27 19
"ENSBTAG00000033298" 274 353 346 227 285 288 283 216
"ENSBTAG00000033299" 13 44 45 11 58 12 59 41
"ENSBTAG00000033304" 1044 3351 2178 2334 2827 3413 1163 1774
"ENSBTAG00000033308" 0 2 1 0 0 0 0 0
"ENSBTAG00000033309" 0 0 0 0 0 0 0 0
"ENSBTAG00000033312" 0 1 3 0 0 3 5 0
"ENSBTAG00000033313" 851 1233 1412 692 1272 834 996 1081
"ENSBTAG00000033315" 739 837 772 703 1048 587 693 736
"ENSBTAG00000033316" 10 15 67 19 38 65 22 18
"ENSBTAG00000033319" 141 271 276 131 326 170 198 221
"ENSBTAG00000033322" 581 746 726 594 611 535 529 470
"ENSBTAG00000033326" 14 10 7 8 3 8 5 2
"ENSBTAG00000033327" 0 0 0 0 0 0 0 0
"ENSBTAG00000033330" 157 286 677 198 496 217 343 398
"ENSBTAG00000033331" 588 638 528 495 612 556 525 369
"ENSBTAG00000033333" 327 373 369 276 258 279 250 222
"ENSBTAG00000033334" 27 64 44 44 76 63 18 35
"ENSBTAG00000033335" 0 0 0 2 0 0 0 0
"ENSBTAG00000033339" 1643 1723 2001 1474 2225 1367 1333 1520
"ENSBTAG00000033344" 294 321 399 352 364 297 265 378
"ENSBTAG00000033345" 1 8 4 15 0 8 3 7
"ENSBTAG00000033346" 327 304 220 314 251 190 159 256
"ENSBTAG00000033351" 244 257 205 238 301 273 226 256
"ENSBTAG00000033352" 0 0 1 1 2 1 0 0
"ENSBTAG00000033359" 0 0 0 0 0 0 0 0
"ENSBTAG00000033360" 0 3 0 0 2 1 0 0
"ENSBTAG00000033365" 151 91 136 90 210 117 72 107
"ENSBTAG00000033367" 57 108 222 25 99 120 168 61
"ENSBTAG00000033375" 0 2 0 0 0 0 0 0
"ENSBTAG00000033377" 5 1 2 0 0 0 4 1
"ENSBTAG00000033381" 1 3 1 1 1 2 1 2
"ENSBTAG00000033384" 0 0 5 0 0 0 1 6
"ENSBTAG00000033386" 14 13 24 24 30 4 8 43
"ENSBTAG00000033389" 0 1 5 6 5 5 4 1
"ENSBTAG00000033395" 375 465 494 399 403 296 315 304
"ENSBTAG00000033396" 29 59 33 73 78 63 24 53
"ENSBTAG00000033397" 0 1 0 0 0 0 0 0
"ENSBTAG00000033398" 27 48 41 15 73 45 23 73
"ENSBTAG00000033412" 886 1328 925 933 1030 543 666 696
"ENSBTAG00000033413" 1139 1259 1213 1165 1213 1001 1123 938
"ENSBTAG00000033422" 0 1 3 1 1 3 2 3
"ENSBTAG00000033423" 24 28 48 27 14 9 22 15
"ENSBTAG00000033429" 235 285 136 150 111 222 162 85
"ENSBTAG00000033437" 0 0 0 0 2 0 0 0
"ENSBTAG00000033441" 34 78 37 155 499 199 45 152
"ENSBTAG00000033445" 0 0 3 0 0 0 0 1
"ENSBTAG00000033446" 1214 1854 1825 1812 1149 1415 1709 1179
"ENSBTAG00000033449" 299 209 164 192 115 136 193 131
"ENSBTAG00000033453" 3865 4778 3229 4012 3967 2827 3376 2814
"ENSBTAG00000033457" 994 980 1044 718 1714 835 773 1146
"ENSBTAG00000033460" 18 13 28 12 72 43 28 25
"ENSBTAG00000033464" 725 1035 750 1595 1000 918 312 992
"ENSBTAG00000033470" 0 0 0 0 0 0 0 0
"ENSBTAG00000033476" 1 0 1 0 0 0 0 0
"ENSBTAG00000033477" 2 0 0 2 0 0 3 0
"ENSBTAG00000033480" 1 0 0 0 0 0 0 0
"ENSBTAG00000033481" 0 0 0 0 0 0 0 0
"ENSBTAG00000033486" 501 582 798 448 754 660 564 772
"ENSBTAG00000033502" 0 0 1 0 0 0 0 0
"ENSBTAG00000033504" 1043 1289 1009 1113 1437 968 624 884
"ENSBTAG00000033506" 1 0 0 1 2 2 0 0
"ENSBTAG00000033508" 0 0 0 0 0 0 0 0
"ENSBTAG00000033509" 0 0 1 1 4 8 2 1
"ENSBTAG00000033510" 208 138 320 132 447 326 373 381
"ENSBTAG00000033511" 0 0 0 0 0 0 0 0
"ENSBTAG00000033513" 0 0 0 0 0 0 0 4
"ENSBTAG00000033515" 301 397 71 223 86 63 35 78
"ENSBTAG00000033519" 0 0 0 0 0 2 0 1
"ENSBTAG00000033523" 58 46 83 85 65 55 53 30
"ENSBTAG00000033526" 7 37 4 44 0 12 2 3
"ENSBTAG00000033529" 188 247 224 112 160 196 244 178
"ENSBTAG00000033531" 54 25 50 36 40 22 36 55
"ENSBTAG00000033535" 0 0 0 0 0 0 0 0
"ENSBTAG00000033543" 928 1385 776 767 2044 723 517 784
"ENSBTAG00000033545" 5 12 17 0 13 14 10 7
"ENSBTAG00000033547" 0 0 0 0 0 4 0 0
"ENSBTAG00000033554" 56 18 18 157 0 0 0 16
"ENSBTAG00000033555" 0 0 0 0 0 0 0 0
"ENSBTAG00000033558" 0 0 0 0 0 0 0 0
"ENSBTAG00000033562" 0 1 6 0 2 0 1 2
"ENSBTAG00000033563" 1029 1091 1288 1155 1316 965 916 1077
"ENSBTAG00000033565" 176 184 244 150 407 210 145 282
"ENSBTAG00000033568" 0 2 0 0 0 0 0 0
"ENSBTAG00000033580" 2 2 6 8 1 2 3 4
"ENSBTAG00000033594" 8 20 2 10 2 7 4 2
"ENSBTAG00000033600" 1 0 0 0 0 0 0 0
"ENSBTAG00000033603" 154 241 148 224 245 254 196 141
"ENSBTAG00000033604" 0 0 0 0 1 1 0 2
"ENSBTAG00000033608" 108 120 194 107 238 190 149 160
"ENSBTAG00000033620" 0 0 0 0 0 0 0 0
"ENSBTAG00000033621" 191 279 129 80 88 30 76 99
"ENSBTAG00000033622" 0 1 0 0 1 0 0 1
"ENSBTAG00000033627" 0 0 0 0 0 0 0 0
"ENSBTAG00000033642" 646 319 569 634 574 534 536 450
"ENSBTAG00000033643" 47 28 42 31 102 54 20 44
"ENSBTAG00000033648" 435 473 640 500 572 432 392 554
"ENSBTAG00000033656" 0 0 0 0 0 0 0 1
"ENSBTAG00000033657" 120 88 46 101 63 28 19 36
"ENSBTAG00000033662" 7403 5811 6755 5979 9251 5067 5408 6176
"ENSBTAG00000033669" 237 335 373 291 380 298 306 259
"ENSBTAG00000033671" 0 1 3 0 1 0 2 2
"ENSBTAG00000033672" 281 375 405 282 382 240 197 293
"ENSBTAG00000033677" 64 127 154 128 179 119 118 103
"ENSBTAG00000033679" 1268 1008 1138 926 1458 1076 904 959
"ENSBTAG00000033680" 1474 2238 2623 2285 1435 1365 1815 1687
"ENSBTAG00000033685" 211 192 147 142 305 123 122 163
"ENSBTAG00000033690" 89 143 117 177 297 173 71 182
"ENSBTAG00000033695" 0 0 0 0 0 0 0 0
"ENSBTAG00000033699" 2 6 0 4 2 0 0 4
"ENSBTAG00000033702" 72 126 101 51 151 95 116 82
"ENSBTAG00000033708" 0 0 0 0 0 0 0 0
"ENSBTAG00000033721" 0 2 1 1 0 0 0 3
"ENSBTAG00000033726" 231 102 78 279 77 121 43 95
"ENSBTAG00000033727" 473 478 509 559 862 403 398 602
"ENSBTAG00000033731" 531 713 578 451 608 492 570 498
"ENSBTAG00000033735" 2278 2396 2471 1979 2625 2030 2375 2201
"ENSBTAG00000033739" 0 0 1 0 0 1 2 2
"ENSBTAG00000033740" 0 0 2 0 0 0 0 2
"ENSBTAG00000033747" 910 1073 922 931 987 806 812 828
"ENSBTAG00000033748" 0 18 29 2 14 37 8 23
"ENSBTAG00000033749" 83 71 122 98 79 49 49 66
"ENSBTAG00000033759" 2 5 7 13 8 10 15 0
"ENSBTAG00000033766" 0 2 1 4 1 4 2 1
"ENSBTAG00000033772" 0 0 0 0 0 0 0 0
"ENSBTAG00000033801" 676 789 868 624 780 608 656 678
"ENSBTAG00000033802" 0 1 0 0 0 0 0 0
"ENSBTAG00000033803" 799 1073 881 781 896 975 804 1282
"ENSBTAG00000033806" 6 2 7 4 4 2 0 2
"ENSBTAG00000033835" 88 59 55 75 48 6 29 98
"ENSBTAG00000033837" 0 0 0 0 0 0 0 0
"ENSBTAG00000033839" 0 0 0 0 0 0 0 1
"ENSBTAG00000033841" 0 0 0 0 0 0 0 0
"ENSBTAG00000033874" 0 0 0 0 1 0 0 2
"ENSBTAG00000033881" 0 0 0 0 0 0 0 0
"ENSBTAG00000033884" 61 73 28 56 39 61 39 23
"ENSBTAG00000033886" 53 26 42 95 148 92 11 76
"ENSBTAG00000033887" 0 1 1 3 1 1 0 1
"ENSBTAG00000033890" 0 4 2 0 0 3 0 2
"ENSBTAG00000033891" 1019 1260 1132 867 1761 884 771 1117
"ENSBTAG00000033894" 0 0 0 0 0 0 0 0
"ENSBTAG00000033897" 18 38 30 34 24 1 13 34
"ENSBTAG00000033902" 318 269 342 221 396 248 254 277
"ENSBTAG00000033954" 0 0 0 0 0 0 0 0
"ENSBTAG00000033961" 258 220 316 235 284 160 205 291
"ENSBTAG00000033967" 1 0 0 0 0 0 0 0
"ENSBTAG00000033979" 0 0 0 0 0 0 5 0
"ENSBTAG00000033983" 733 998 741 760 883 530 648 538
"ENSBTAG00000033993" 0 0 0 0 0 0 0 0
"ENSBTAG00000033994" 1 2 1 0 0 0 0 1
"ENSBTAG00000033998" 0 5 6 2 0 4 3 9
"ENSBTAG00000034005" 476 431 508 466 750 376 310 510
"ENSBTAG00000034024" 0 1 0 1 1 0 0 0
"ENSBTAG00000034032" 0 0 0 0 0 0 0 0
"ENSBTAG00000034033" 666 1212 1087 592 1042 766 1024 921
"ENSBTAG00000034045" 0 1 1 0 0 0 0 0
"ENSBTAG00000034064" 1 0 0 0 1 0 2 0
"ENSBTAG00000034069" 9 8 20 1 7 18 2 7
"ENSBTAG00000034075" 4 8 31 5 41 18 16 20
"ENSBTAG00000034077" 114 319 78 230 34 63 45 64
"ENSBTAG00000034089" 123 115 141 173 202 162 104 157
"ENSBTAG00000034090" 123 90 155 131 163 83 123 163
"ENSBTAG00000034091" 6 1 19 3 12 0 8 3
"ENSBTAG00000034106" 0 0 0 0 1 0 0 0
"ENSBTAG00000034113" 557 641 499 294 882 310 411 490
"ENSBTAG00000034138" 87 144 88 25 171 109 55 128
"ENSBTAG00000034139" 0 1 0 0 1 0 0 0
"ENSBTAG00000034140" 3 108 4 0 3 0 0 2
"ENSBTAG00000034145" 3 1 5 5 3 6 4 2
"ENSBTAG00000034147" 1155 1246 783 931 2627 1021 574 1257
"ENSBTAG00000034154" 13 25 10 9 12 24 17 2
"ENSBTAG00000034159" 3 0 12 0 18 10 8 4
"ENSBTAG00000034170" 0 1 4 1 0 0 0 1
"ENSBTAG00000034174" 0 0 0 1 1 0 1 0
"ENSBTAG00000034176" 0 1 0 0 2 0 0 2
"ENSBTAG00000034182" 1 1 5 2 11 2 1 2
"ENSBTAG00000034184" 0 0 0 0 1 0 0 0
"ENSBTAG00000034185" 184 173 129 159 96 131 97 86
"ENSBTAG00000034187" 0 0 0 0 0 0 0 0
"ENSBTAG00000034189" 0 0 3 0 0 0 0 1
"ENSBTAG00000034192" 125 109 157 155 256 145 60 241
"ENSBTAG00000034193" 388 621 372 353 263 414 491 347
"ENSBTAG00000034196" 0 0 0 3 1 0 0 0
"ENSBTAG00000034206" 4582 5132 6164 2353 9066 4453 4998 5869
"ENSBTAG00000034220" 3 18 7 6 6 7 7 8
"ENSBTAG00000034222" 1082 816 515 1119 960 604 432 741
"ENSBTAG00000034225" 405 407 539 291 643 337 340 411
"ENSBTAG00000034238" 0 2 2 0 1 0 0 0
"ENSBTAG00000034244" 0 0 0 0 0 0 0 0
"ENSBTAG00000034246" 47 51 47 29 68 83 44 64
"ENSBTAG00000034255" 1364 1325 1240 1149 2921 1081 999 1433
"ENSBTAG00000034261" 128 162 148 171 286 128 96 134
"ENSBTAG00000034266" 0 0 0 0 0 0 0 0
"ENSBTAG00000034269" 1149 891 1092 712 941 623 789 969
"ENSBTAG00000034281" 0 4 5 6 1 3 0 6
"ENSBTAG00000034283" 0 3 2 0 0 0 0 0
"ENSBTAG00000034284" 0 0 0 0 0 0 0 0
"ENSBTAG00000034287" 32 41 62 52 50 44 36 43
"ENSBTAG00000034294" 0 0 0 0 0 0 0 0
"ENSBTAG00000034295" 10 17 28 8 18 14 11 9
"ENSBTAG00000034302" 36 14 30 4 78 107 50 13
"ENSBTAG00000034308" 0 0 0 0 0 0 0 0
"ENSBTAG00000034315" 0 0 0 0 0 0 0 0
"ENSBTAG00000034320" 0 0 0 0 0 0 0 0
"ENSBTAG00000034323" 104 51 18 549 100 10 3 72
"ENSBTAG00000034325" 0 0 0 0 0 0 0 0
"ENSBTAG00000034326" 0 0 0 0 0 0 0 0
"ENSBTAG00000034328" 0 0 0 0 0 0 0 0
"ENSBTAG00000034332" 0 0 0 2 0 0 0 1
"ENSBTAG00000034337" 0 0 0 0 1 0 0 0
"ENSBTAG00000034338" 491 672 642 1469 1147 958 258 890
"ENSBTAG00000034346" 31 38 27 84 34 85 10 44
"ENSBTAG00000034347" 98 204 196 131 177 128 154 145
"ENSBTAG00000034349" 116 103 221 27 143 202 224 110
"ENSBTAG00000034360" 76 170 89 71 44 77 105 60
"ENSBTAG00000034366" 1686 1176 1859 1535 1747 1006 2091 1929
"ENSBTAG00000034368" 4 4 4 2 2 8 3 2
"ENSBTAG00000034372" 94 78 77 207 18 14 47 42
"ENSBTAG00000034373" 419 467 365 539 727 406 487 502
"ENSBTAG00000034376" 1 0 0 0 0 0 0 0
"ENSBTAG00000034384" 565 674 545 714 1072 467 270 1139
"ENSBTAG00000034385" 60 71 107 33 114 99 119 56
"ENSBTAG00000034391" 54 44 78 47 57 42 67 52
"ENSBTAG00000034393" 378 357 289 576 581 279 251 329
"ENSBTAG00000034396" 435 333 385 386 763 391 306 391
"ENSBTAG00000034398" 0 0 3 0 0 0 1 0
"ENSBTAG00000034402" 30 44 38 26 61 71 43 48
"ENSBTAG00000034411" 7 8 3 28 3 2 3 6
"ENSBTAG00000034430" 210 288 257 232 411 238 201 222
"ENSBTAG00000034431" 0 0 1 0 0 0 0 0
"ENSBTAG00000034433" 5 1 1 5 3 1 1 2
"ENSBTAG00000034435" 30 78 54 38 56 52 57 33
"ENSBTAG00000034436" 452 466 536 478 715 354 385 458
"ENSBTAG00000034437" 0 0 5 0 0 0 3 0
"ENSBTAG00000034441" 9 12 6 7 11 3 5 15
"ENSBTAG00000034442" 161 185 162 126 157 115 122 112
"ENSBTAG00000034444" 0 0 0 0 0 0 0 1
"ENSBTAG00000034449" 13 8 4 12 4 9 11 8
"ENSBTAG00000034463" 0 0 0 0 0 0 0 0
"ENSBTAG00000034493" 646 732 702 611 799 546 554 553
"ENSBTAG00000034495" 350 389 262 295 512 292 248 331
"ENSBTAG00000034496" 1120 2059 1192 2063 1283 1309 926 947
"ENSBTAG00000034498" 0 0 2 1 0 5 3 5
"ENSBTAG00000034501" 532 659 977 747 1116 1064 411 905
"ENSBTAG00000034503" 20 14 19 6 12 15 5 16
"ENSBTAG00000034506" 286 539 454 443 264 450 304 257
"ENSBTAG00000034514" 0 0 0 0 0 0 0 0
